external_id,default_code,name,taxes_id,supplier_taxes_id
product.product_8447,44811.01.1,"CONGELADORES DE USO DOMESTICO (ELECTRICOS O NO): CONGELADORES CON UNA CAPACIDAD MAXIMA DE 800 L, CONGELADORES DE TIPO ARMARIO (VERTICALES), CON UNA CAPACIDAD IGUAL O INFERIOR A 900 L, CONGELADORES DE TIPO CAJON CON UNA CAPACIDAD MAXIMA DE 800 L.",,
product.product_8448,44812,"MAQUINAS PARA LAVAR VAJILLA Y MAQUINAS PARA LAVAR O SECAR ROPA DE USO DOMESTICO, ELECTRICA O NO",,
product.product_8449,44812,"MAQUINAS PARA LAVAR ROPA (INCLUSO MAQUINAS PARA LAVADO Y SECADO), CON CAPACIDAD NO SUPERIOR A 10 KG. DE ROPA SECA: MAQUINAS TOTALMENTE AUTOMATICAS, MAQUINAS CON SECADORA CENTRIFUGA INCORPORADA, LAVADORAS ACCIONADAS POR MONEDAS, ETC.",,
product.product_8450,44812.00.1,EQUIPO DE LAVANDERIA,,
product.product_8451,44812.00.2,"MAQUINAS PARA LAVAR ROPA (INCLUSO MAQUINAS PARA LAVADO Y SECADO), CON CAPACIDAD NO SUPERIOR A 10 KG. DE ROPA SECA: MAQUINAS TOTALMENTE AUTOMATICAS, MAQUINAS CON SECADORA CENTRIFUGA INCORPORADA, LAVADORAS ACCIONADAS POR MONEDAS, ETC.",,
product.product_8452,44812.01,"MAQUINAS PARA SECAR ROPA, CON CAPACIDAD NO SUPERIOR A 10 KG. DE ROPA SECA (EXCEPTO LAS SECADORAS DE ROPA CENTRIFUGAS): SECADORAS DE TIPO TAMBOR, SECADORAS DE TIPO RODILLO, ETC.",,
product.product_8453,44812.01.1,EQUIPO DE SECADO Y PLANCHADO,,
product.product_8454,44812.01.2,"MAQUINAS PARA SECAR ROPA, CON CAPACIDAD NO SUPERIOR A 10 KG. DE ROPA SECA (EXCEPTO LAS SECADORAS DE ROPA CENTRIFUGAS): SECADORAS DE TIPO TAMBOR, SECADORAS DE TIPO RODILLO, ETC.",,
product.product_8455,44812.1,MAQUINAS PARA LAVAR VAJILLA DE USO DOMESTICO.,,
product.product_8456,44813,MANTAS ELECTRICAS,,
product.product_8457,44813,MANTAS ELECTRICAS.,,
product.product_8458,44814,MAQUINAS DE COSER PARA USO DOMESTICO,,
product.product_8459,44814,"MAQUINAS DE COSER DE TIPO DOMESTICO: CABEZAS DE MAQUINAS DE COSER, CON UN PESO MAXIMO DE 16 KG. SIN MOTOR, MAQUINAS DE COSER ELECTRICAS, CON UNA POTENCIA MAXIMA DE 120 W, MAQUINAS DE COSER NO ELECTRICAS (EXCEPTO LAS MAQUINAS DE COSER JUGUETES),MAQUINAS DE",,
product.product_8460,44814.00.1,"MAQUINAS DE COSER DE TIPO DOMESTICO: CABEZAS DE MAQUINAS DE COSER, CON UN PESO MAXIMO DE 16 KG. SIN MOTOR, MAQUINAS DE COSER ELECTRICAS, CON UNA POTENCIA MAXIMA DE 120 W, MAQUINAS DE COSER NO ELECTRICAS (EXCEPTO LAS MAQUINAS DE COSER JUGUETES),MAQUINAS DE",,
product.product_8461,44815,VENTILADORES Y CAMPANAS DE VENTILACION O RECICLAJE DE USO DOMESTICO,,
product.product_8462,44815,"VENTILADORES DE MESA, PISO, PARED, VENTANA, CIELORRASO O TECHO, CON MOTOR INCORPORADO DE UNA POTENCIA NO SUPERIOR A 125 W.",,
product.product_8463,44815.00.1,"VENTILADORES DE MESA, PISO, PARED, VENTANA, CIELORRASO O TECHO, CON MOTOR INCORPORADO DE UNA POTENCIA NO SUPERIOR A 125 W.",,
product.product_8464,44815.01,"CAMPANAS PARA COCINA, CON EL LADO HORIZONTAL MAS LARGO DE 120 CM. COMO MAXIMO: CAMPANAS DE LABORATORIO CON VENTILADOR, CAMPANAS DE RECICLADO, CAMPANAS DE VENTILACION, CAMPANAS INDUSTRIALES, ETC.",,
product.product_8465,44816,"OTROS APARATOS ELECTRICOS PARA USO DOMESTICO DE PEQUENAS DIMENSIONES (INCLUSO ASPIRADORAS, TRITURADORAS DE DESPERDICIOS DE COCINA, MEZCLADORAS DE ALIMENTOS, MAQUINAS DE AFEITAR, SECADORAS DE PELO, PLANCHAS, CAFETERAS Y TOSTADORAS)",,
product.product_8466,44816,"MAQUINAS DE AFEITAR CON MOTOR ELECTRICO INCORPORADO: NAVAJAS, ETC.",,
product.product_8467,44816.00.1,"MAQUINAS DE AFEITAR CON MOTOR ELECTRICO INCORPORADO: NAVAJAS, ETC.",,
product.product_8468,44816.01,"MAQUINAS DE CORTAR EL PELO CON MOTOR ELECTRICO INCORPORADO: MAQUINAS DE ESQUILAR, ETC.",,
product.product_8469,44816.01.1,"MAQUINAS DE CORTAR EL PELO CON MOTOR ELECTRICO INCORPORADO: MAQUINAS DE ESQUILAR, ETC.",,
product.product_8470,44816.1,"ASPIRADORAS DE POLVO Y ENCERADORAS DE PISOS ELECTROMECANICAS, DE USO DOMESTICO, CON MOTOR ELECTRICO INCORPORADO: PULIDORAS DE PISOS, ETC.",,
product.product_8471,44816.10.1,"ASPIRADORAS DE POLVO Y ENCERADORAS DE PISOS ELECTROMECANICAS, DE USO DOMESTICO, CON MOTOR ELECTRICO INCORPORADO: PULIDORAS DE PISOS, ETC.",,
product.product_8472,44816.11,"TRITURADORAS Y MEZCLADORAS DE ALIMENTOS  Y EXTRACTORES DE ZUMOS DE FRUTAS O JUGOS DE HORTALIZAS, ELECTROMECANICOS, DE USO DOMESTICO: AGITADORAS DE ALIMENTOS, DE BEBIDAS, AMASADORAS, BATIDORAS DE ALIMENTOS, DE HUEVOS, COCTELERAS PARA BEBIDAS, ETC.",,
product.product_8473,44816.11.1,"TRITURADORAS Y MEZCLADORAS DE ALIMENTOS  Y EXTRACTORES DE ZUMOS DE FRUTAS O JUGOS DE HORTALIZAS, ELECTROMECANICOS, DE USO DOMESTICO: AGITADORAS DE ALIMENTOS, DE BEBIDAS, AMASADORAS, BATIDORAS DE ALIMENTOS, DE HUEVOS, COCTELERAS PARA BEBIDAS, ETC.",,
product.product_8474,44816.19,"OTROS APARATOS  ELECTROMECANICOS DE USO DOMESTICO CON MOTOR ELECTRICO INCORPORADO: TRITURADORAS DE DESPERDICIOS DE COCINA, ABRELATAS, AFILACUCHILLOS, APARATOS DE FREGAR SUELOS, CEPILLOS DE DIENTES ELECTRICOS,  CORTADORAS DE ALIMENTOS, CUCHILLOS DETRINCHAR",,
product.product_8475,44816.19.1,"OTROS APARATOS  ELECTROMECANICOS DE USO DOMESTICO CON MOTOR ELECTRICO INCORPORADO: TRITURADORAS DE DESPERDICIOS DE COCINA, ABRELATAS, AFILACUCHILLOS, APARATOS DE FREGAR SUELOS, CEPILLOS DE DIENTES ELECTRICOS,  CORTADORAS DE ALIMENTOS, CUCHILLOS DETRINCHAR",,
product.product_8476,44816.2,"APARATOS ELECTROTERMICOS DE PELUQUERIA O PARA SECADO DE MANOS: SECADORES DE CABELLO, APARATOS DE RIZADO PERMANENTE, CALIENTA TENACILLAS, HIERROS DE RIZAR, TENACILLAS DE RIZAR, ETC.",,
product.product_8477,44816.20.1,"APARATOS ELECTROTERMICOS DE PELUQUERIA O PARA SECADO DE MANOS: SECADORES DE CABELLO, APARATOS DE RIZADO PERMANENTE, CALIENTA TENACILLAS, HIERROS DE RIZAR, TENACILLAS DE RIZAR, ETC.",,
product.product_8478,44816.21,PLANCHAS ELECTRICAS.,,
product.product_8479,44816.21.1,PLANCHAS ELECTRICAS.,,
product.product_8480,44816.29,"APARATOS ELECTROTERMICOS DE USO DOMESTICO, N.C.P.: APARATOS PARA LA PREPARACION DE CAFE O TE, TOSTADORAS DE PAN, APARATOS DE ESTERILIZACION PARA PREPARAR CONSERVAS, APARATOS DE HACER QUESO, BANDEJAS DE SERVIR ALIMENTOS, BARRAS DE TOALLERO CALENTADAS, CACE",,
product.product_8481,44816.29.1,"APARATOS ELECTROTERMICOS DE USO DOMESTICO, N.C.P.: APARATOS PARA LA PREPARACION DE CAFE O TE, TOSTADORAS DE PAN, APARATOS DE ESTERILIZACION PARA PREPARAR CONSERVAS, APARATOS DE HACER QUESO, BANDEJAS DE SERVIR ALIMENTOS, BARRAS DE TOALLERO CALENTADAS, CACE",,
product.product_8482,44817,"CALENTADORES DE AGUA INSTANEOS O DE ACUMULACION Y CALENTADORES DE INMERSION; APARATOS ELECTRICOS DE CALEFACCION  DE ESPACIOS Y APARATOS ELECTRICOS DE CALEFACCION DEL SUELO ; HORNOS; COCINILLAS, PLANCHAS DE COCINA, CALENTADORES ELECTRICOS ANULARES, PARRILL",,
product.product_8483,44817,"CALENTADORES DE AGUA INSTANTANEOS O DE ACUMULACION Y CALENTADORES DE INMERSION, ELECTRICOS..",,
product.product_8484,44817.00.1,"CALENTADORES DE AGUA INSTANTANEOS O DE ACUMULACION Y CALENTADORES DE INMERSION, ELECTRICOS..",,
product.product_8485,44817.01,"APARATOS ELECTRICOS DE CALEFACCION DE ESPACIOS Y DEL SUELO: RADIADORES DE ACUMULACION, ESTUFAS, CALENTADORES DE SUELO CALENTADORES DE AIRE, CALENTADORES PARA CARRETERAS, CALENTADORES PARA VEHICULOS, CALENTADORES POR CONVECCION, CALENTADORES PORRADIACION, ",,
product.product_8486,44817.01.1,"APARATOS ELECTRICOS DE CALEFACCION DE ESPACIOS Y DEL SUELO: RADIADORES DE ACUMULACION, ESTUFAS, CALENTADORES DE SUELO CALENTADORES DE AIRE, CALENTADORES PARA CARRETERAS, CALENTADORES PARA VEHICULOS, CALENTADORES POR CONVECCION, CALENTADORES PORRADIACION,",,
product.product_8487,44817.03,"HORNOS  Y COCINILLAS, PLANCHAS DE COCINA, CALENTADORES ELECTRICOS ANULARES, PARRILLAS Y ASADORES: APARATOS DE COCINAR ELECTRICOS Y DE GAS, COCEDORES DE HUEVOS, PLACAS CALIENTES, ETC.",,
product.product_8488,44817.03.1,"HORNOS  Y COCINILLAS, PLANCHAS DE COCINA, CALENTADORES ELECTRICOS ANULARES, PARRILLAS Y ASADORES: APARATOS DE COCINAR ELECTRICOS Y DE GAS, COCEDORES DE HUEVOS, PLACAS CALIENTES, ETC.",,
product.product_8489,44818,"RESISTENCIAS ELECTRICAS CALENTADORAS, EXCEPTO DE CARBON",,
product.product_8490,44818,RESISTENCIAS ELECTRICAS CALENTADORAS (EXCEPTO LAS DE CARBON).,,
product.product_8491,44818.00.1,RESISTENCIAS ELECTRICAS CALENTADORAS (EXCEPTO LAS DE CARBON).,,
product.product_8492,4482,APARATOS DE COCINA O CALEFACCION PARA USO DOMESTICO  NO ELECTRICOS,,
product.product_8493,44821,"APARATOS DE COCINAR Y CALIENTA PLATOS PARA USO DOMESTICO, NO ELECTRICOS, DE HIERRO O ACERO; APARATOS DE COCINAR O DE CALEFACCION PARA USO DOMESTICO, NO ELECTRICOS, DE COBRE",,
product.product_8494,44821,"APARATOS DE COCINA PARA USO DOMESTICO Y CALIENTA PLATOS, NO ELECTRICOS, DE HIERRO O ACERO: COCINAS, HORNILLOS, COCINILLAS, PARRILLAS, BRASEROS, HORNILLOS DE GAS, BARBACOAS, INFIERNILLOS DE COCINAR, ESPARTALLAMAS, ETC.",,
product.product_8495,44821.00.1,"APARATOS DE COCINA PARA USO DOMESTICO Y CALIENTA PLATOS, NO ELECTRICOS, DE HIERRO O ACERO: COCINAS, HORNILLOS, COCINILLAS, PARRILLAS, BRASEROS, HORNILLOS DE GAS, BARBACOAS, INFIERNILLOS DE COCINAR, ESPARTALLAMAS, ETC.",,
product.product_8496,44821.01,"APARATOS DE COCINA O CALEFACCION PARA USO DOMESTICO, NO ELECTRICOS, SUS  PARTES Y PIEZAS N.C.P. DE COBRE: BRASEROS, CALDERAS, CALIENTA PLATOS, CALORIFEROS DE AMBIENTE, COCILLAS DE ALCOHOL, ESTUFAS DE PETROLEO, OLLAS, ETC.",,
product.product_8497,44821.01.1,"APARATOS DE COCINA O CALEFACCION PARA USO DOMESTICO, NO ELECTRICOS, SUS  PARTES Y PIEZAS N.C.P. DE COBRE: BRASEROS, CALDERAS, CALIENTA PLATOS, CALORIFEROS DE AMBIENTE, COCILLAS DE ALCOHOL, ESTUFAS DE PETROLEO, OLLAS, ETC.",,
product.product_8498,44822,"ESTUFAS, HOGARES DE PARRILLA, BRASEROS Y APARATOS DOMESTICOS NO ELECTRICOS ANALOGOS (EXCEPTO APARATOS DE COCINAR Y CALIENTAPLATOS), DE HIERRO O ACERO",,
product.product_8499,44822,"ESTUFAS PARA USO DOMESTICO (EXCEPTO APARATOS DE COCINA), HOGARES DE PARRILLA Y OTROS CALORIFEROS DE AMBIENTE, NO ELECTRICOS (INCLUSO LOS QUE TIENEN CALDERAS ACCESORIAS PARA CALEFACCION CENTRAL),  DE HIERRO O ACERO: BRASEROS, CALDERAS, CALORIFEROS, CHIMENE",,
product.product_8500,44822.00.1,"ESTUFAS PARA USO DOMESTICO (EXCEPTO APARATOS DE COCINA), HOGARES DE PARRILLA Y OTROS CALORIFEROS DE AMBIENTE, NO ELECTRICOS (INCLUSO LOS QUE TIENEN CALDERAS ACCESORIAS PARA CALEFACCION CENTRAL),  DE HIERRO O ACERO: BRASEROS, CALDERAS, CALORIFEROS, CHIMENE",,
product.product_8501,44823,"RADIADORES PARA CALEFACCION CENTRAL, DE CALENTAMIENTO NO ELECTRICO, DE HIERRO O ACERO",,
product.product_8502,44823,"RADIADORES SUS PARTES Y PIEZAS: RADIADORES PARA CALEFACCION CENTRAL NO ELECTRICOS, DE HIERRO O ACERO, SECCIONES DE RADIADOR PARA APARATOS DE CALEFACCION CENTRAL, DE HIERRO O ACERO, ETC.",,
product.product_8503,44823.00.1,"RADIADORES SUS PARTES Y PIEZAS: RADIADORES PARA CALEFACCION CENTRAL NO ELECTRICOS, DE HIERRO O ACERO, SECCIONES DE RADIADOR PARA APARATOS DE CALEFACCION CENTRAL, DE HIERRO O ACERO, ETC.",,
product.product_8504,44824,"CALENTADORES DE AIRE  Y DISTRIBUIDORES DE AIRE CALIENTE, DE CALENTAMIENTO NO ELECTRICO, CON VENTILADOR O SOPLADOR ACCIONADO MEDIANTE UN MOTOR, DE HIERRO O ACERO",,
product.product_8505,44824,"CALENTADORES DE AIRE Y DISTRIBUIDORES DE AIRE CALIENTE, DE HIERRO O ACERO, SUS PARTES Y PIEZAS: CONDUCTORES DE DIFUSION DIRECTA, INTERCAMBIADORES DE CALOR,  PARRILLAS REGISTROS, REGULADORES, TOBERAS, ETC.",,
product.product_8506,44824.00.1,CALENTADORES DE AIRE PARA VEHICULOS,,
product.product_8507,44824.00.2,"CALENTADORES DE AIRE Y DISTRIBUIDORES DE AIRE CALIENTE, DE HIERRO O ACERO, SUS PARTES Y PIEZAS: CONDUCTORES DE DIFUSION DIRECTA, INTERCAMBIADORES DE CALOR,  PARRILLAS REGISTROS, REGULADORES, TOBERAS, ETC.",,
product.product_8508,44825,CALDERAS DE CALEFACCION CENTRAL  PARA PRODUCIR AGUA CALIENTE O VAPOR DE AGUA A BAJA PRESION,,
product.product_8509,44825,"CALDERAS PARA CALEFACCION CENTRAL (EXCEPTO CALDERAS GENERADORAS DE VAPOR DE AGUA O DE VAPORES DE OTRAS CLASES, CALDERAS DE AGUA SOBRECALENTADA Y APARATOS AUXILIARES PARA ELLA, SUS PARTES Y PIEZAS N.C.P.), DE HIERRO O ACERO.",,
product.product_8510,44825.00.1,"CALDERAS PARA CALEFACCION CENTRAL (EXCEPTO CALDERAS GENERADORAS DE VAPOR DE AGUA O DE VAPORES DE OTRAS CLASES, CALDERAS DE AGUA SOBRECALENTADA Y APARATOS AUXILIARES PARA ELLA, SUS PARTES Y PIEZAS N.C.P.), DE HIERRO O ACERO.",,
product.product_8511,44826,"CALENTADORES DE AGUA INSTANTANEOS O DE ACUMULACION, NO ELECTRICOS",,
product.product_8512,44826,"CALENTADORES INSTANTANEOS DE AGUA, A GAS.",,
product.product_8513,44826.00.1,"CALENTADORES INSTANTANEOS DE AGUA, A GAS.",,
product.product_8514,44826.09,"OTROS CALENTADORES DE AGUA INSTANTANEOS O DE ALMACENAMIENTO, NO ELECTRICO: CALENTADORES DE AGUA INSTANTANEOS, ALIMENTADOS POR CARBON, PETROLEO O VAPOR, CALENTADORES DE AGUA, POR ENERGIA SOLAR.",,
product.product_8515,44826.09.1,"OTROS CALENTADORES DE AGUA INSTANTANEOS O DE ALMACENAMIENTO, NO ELECTRICO: CALENTADORES DE AGUA INSTANTANEOS, ALIMENTADOS POR CARBON, PETROLEO O VAPOR, CALENTADORES DE AGUA, POR ENERGIA SOLAR.",,
product.product_8516,4483,PARTES Y PIEZAS DE LOS APARATOS SIGUIENTES: APARATOS ELECTROMECANICOS  MAQUINAS DE AFEITAR Y MAQUINAS DE CORTAR EL PELO PARA USO DOMESTICO  CON MOTOR ELECTRICO INCORPORADO,2008-01-25,
product.product_8517,44831,"PARTES Y PIEZAS DE LOS APARATOS SIGUIENTES: APARATOS ELECTROMECANICOS, MAQUINAS DE AFEITAR Y MAQUINAS DE CORTAR EL PELO PARA USO DOMESTICO, CON MOTOR ELECTRICO INCORPORADO; CALENTADORES DE AGUA INSTANTANEOS O DE ALMACENAMIENTO, CALENTADORES DE INMERSION, ",,
product.product_8518,44831,"PARTES Y PIEZAS DE MAQUINAS DE AFEITAR Y DE CORTAR EL PELO: CABEZAS, PEINES, CONTRAPEINES, HOJAS, PLACAS Y CUCHILLAS.",,
product.product_8519,44831.00.1,"PARTES Y PIEZAS DE MAQUINAS DE AFEITAR Y DE CORTAR EL PELO: CABEZAS, PEINES, CONTRAPEINES, HOJAS, PLACAS Y CUCHILLAS.",,
product.product_8520,44831.1,"PARTES Y PIEZAS DE LOS APARATOS  ELECTROMECANICOS DE USO DOMESTICO, CON MOTOR ELECTRICO INCORPORADO: ALMOHADILLAS PARA PULIDORAS DE SUELO, CEPILLOS Y CORREAS PARA ASPIRADORAS, DISCOS PARA PULIDORAS DE SUELOS, HOJAS DE LAS CORTADORAS Y TRITURADORAS, ETC.",,
product.product_8521,44831.10.1,"PARTES Y PIEZAS DE LOS APARATOS  ELECTROMECANICOS DE USO DOMESTICO, CON MOTOR ELECTRICO INCORPORADO: ALMOHADILLAS PARA PULIDORAS DE SUELO, CEPILLOS Y CORREAS PARA ASPIRADORAS, DISCOS PARA PULIDORAS DE SUELOS, HOJAS DE LAS CORTADORAS Y TRITURADORAS, ETC.",,
product.product_8522,44831.2,"PARTES Y PIEZAS, DE LOS APARATOS ELECTROTERMICOS,  CALENTADORES DE AGUA INSTANTANEOS, ACUMULACION E INMERSION, APARATOS ELECTRICOS DE CALEFACCION DE ESPACIOS Y SUELOS, APARATOS ELECTRICOS DE PELUQUERIA. O SECADO DE MANOS, PLANCHAS, FRAZADAS, HORNOS, COCIN",,
product.product_8523,44831.20.1,"PARTES Y PIEZAS, DE LOS APARATOS ELECTROTERMICOS,  CALENTADORES DE AGUA INSTANTANEOS, ACUMULACION E INMERSION, APARATOS ELECTRICOS DE CALEFACCION DE ESPACIOS Y SUELOS, APARATOS ELECTRICOS DE PELUQUERIA. O SECADO DE MANOS, PLANCHAS, FRAZADAS, HORNOS, COCIN",,
product.product_8524,44832,"PARTES Y PIEZAS DE COCINA, HORNILLOS, COCINILLAS, PARRILLAS, BRASEROS, HORNILLOS DE GAS, CALIENTAPLATOS Y APARATOS DOMESTICOS ANALOGOS NO ELECTRICOS DE HIERRO O ACERO",,
product.product_8525,44832,"PARTES Y PIEZAS N.C.P. DE HIERRO O ACERO, DE LOS APARATOS DE COCINA PARA USO DOMESTICO (COCINAS, HORNILLOS, COCINILLAS, PARRILLAS, BRASEROS Y CALIENTAPLATOS ESTUFAS, HOGARES DE PARRILLA Y OTROS CALORIFEROS DE AMBIENTE, NO ELECTRICOS):CENICEROS, GUARDAS, P",,
product.product_8526,44832.00.1,"PARTES Y PIEZAS N.C.P. DE HIERRO O ACERO, DE LOS APARATOS DE COCINA PARA USO DOMESTICO (COCINAS, HORNILLOS, COCINILLAS, PARRILLAS, BRASEROS Y CALIENTAPLATOS ESTUFAS, HOGARES DE PARRILLA Y OTROS CALORIFEROS DE AMBIENTE, NO ELECTRICOS):CENICEROS, GUARDAS, P",,
product.product_8527,44833,PARTES Y PIEZAS DE CALDERAS PARA CALEFACCION CENTRAL PARA  PRODUCIR AGUA CALIENTE O VAPOR DE AGUA A BAJA PRESION,,
product.product_8528,44833,"PARTES Y PIEZAS DE LAS CALDERAS PARA CALEFACCION CENTRAL (EXCEPTO CALDERAS GENERADORAS DE VAPOR DE AGUA O DE VAPORES DE OTRAS CLASES, CALDERAS DE AGUA SOBRECALENTADA Y APARATOS AUXILIARES PARA ELLA), DE HIERRO O ACERO: CAJAS, PAREDES, PORTEZUELAS, DE CALD",,
product.product_8529,44833.00.1,"PARTES Y PIEZAS DE LAS CALDERAS PARA CALEFACCION CENTRAL (EXCEPTO CALDERAS GENERADORAS DE VAPOR DE AGUA O DE VAPORES DE OTRAS CLASES, CALDERAS DE AGUA SOBRECALENTADA Y APARATOS AUXILIARES PARA ELLA), DE HIERRO O ACERO: CAJAS, PAREDES, PORTEZUELAS, DE CALD",,
product.product_8530,449,OTRA MAQUINARIA PARA USOS ESPECIALES Y SUS PARTES Y PIEZAS,,
product.product_8531,4491,OTRA MAQUINARIA PARA USOS ESPECIALES,,
product.product_8532,44911,SECADORES DE ROPA CENTRIFUGOS,,
product.product_8533,44911,SECADORES DE ROPA CENTRIFUGOS.,,
product.product_8534,44911.00.1,SECADORES DE ROPA CENTRIFUGOS.,,
product.product_8535,44912,"SECADORES PARA MADERA, PASTA DE PAPEL, PAPEL O CARTON Y PARA OTROS MATERIALES, EXCEPTO PRODUCTOS AGRICOLAS",,
product.product_8536,44912,"SECADORES DE MADERA, PASTA DE PAPEL, PAPEL O CARTON: SECADORES DE CHAPAS DE MADERA, DE MATRICES DE ESTEREOTIPIA (INCLUSO PRENSAS DE SECAR CON PLACAS CALENTADAS), SECADORAS EN TUNEL, SECADORAS NO CENTRIFUGAS, SECADORAS ROTATORIAS, ETC.",,
product.product_8537,44912.00.1,"SECADORES DE MADERA, PASTA DE PAPEL, PAPEL O CARTON: SECADORES DE CHAPAS DE MADERA, DE MATRICES DE ESTEREOTIPIA (INCLUSO PRENSAS DE SECAR CON PLACAS CALENTADAS), SECADORAS EN TUNEL, SECADORAS NO CENTRIFUGAS, SECADORAS ROTATORIAS, ETC.",,
product.product_8538,44912.09,"SECADORES,  N.C.P.,  (EXCEPTO PRODUCTOS AGRICOLAS): AHUMADORAS DE CARNE, EXCEPTO DE TIPO DOMESTICO, APARATOS DE LIOFILIZACION, ARMARIOS DE SECAR, EXCEPTO DE TIPO DOMESTICO, DESHIDRATADORES NO CENTRIFUGOS, INSTALACIONES DE AHUMAR, DE CURAR, MAQUINAS DE EVA",,
product.product_8539,44912.09.1,"SECADORES,  N.C.P.,  (EXCEPTO PRODUCTOS AGRICOLAS): AHUMADORAS DE CARNE, EXCEPTO DE TIPO DOMESTICO, APARATOS DE LIOFILIZACION, ARMARIOS DE SECAR, EXCEPTO DE TIPO DOMESTICO, DESHIDRATADORES NO CENTRIFUGOS, INSTALACIONES DE AHUMAR, DE CURAR, MAQUINAS DE EVA",,
product.product_8540,44913,"MAQUINAS PARA FABRICAR PULPA O MATERIAL DE FIBRA CELULOSICA O PARA FABRICAR O ACABAR PAPEL O CARTON; MAQUINAS PARA LA ELABORACION DE PASTA DE PAPEL, PAPEL O CARTON (EXCEPTO MAQUINAS PARA ENCUARDENAR)",,
product.product_8541,44913,"MAQUINAS PARA FABRICAR PULPA O MATERIAL DE FIBRA CELULOSICA: ABRIDORAS DE ESPARTO, ASTILLADORAS, BATANES DE MARTILLOS, CORTADORAS DE TRAPOS, PAJA O ASTILLAS, CRIBAS CLASIFICADORAS DE ASTILLAS, DESEMPOLVADORAS DE TRAPOS O DE ESPARTO, DESFIBRADORAS HOLANDES",,
product.product_8542,44913.00.1,"MAQUINAS PARA FABRICAR PULPA O MATERIAL DE FIBRA CELULOSICA: ABRIDORAS DE ESPARTO, ASTILLADORAS, BATANES DE MARTILLOS, CORTADORAS DE TRAPOS, PAJA O ASTILLAS, CRIBAS CLASIFICADORAS DE ASTILLAS, DESEMPOLVADORAS DE TRAPOS O DE ESPARTO, DESFIBRADORAS HOLANDES",,
product.product_8543,44913.01,"MAQUINAS PARA FABRICAR O ACABAR PAPEL O CARTON: ACONDICIONADORAS, MAQUINAS DE ALQUITRANAR, DE BITUMINAR, DE CINTA SINFIN, DE DEVANAR, DE ENCERAR, DE ESTAMPAR, DE GRANELAR, DE HACER CREPE, DE HACER PLANCHAS DE IMPREGNAR, DE LAMINAR, DE MOLDEAR, DE ONDULAR,",,
product.product_8544,44913.01.1,"MAQUINAS PARA FABRICAR O ACABAR PAPEL O CARTON: ACONDICIONADORAS, MAQUINAS DE ALQUITRANAR, DE BITUMINAR, DE CINTA SINFIN, DE DEVANAR, DE ENCERAR, DE ESTAMPAR, DE GRANELAR, DE HACER CREPE, DE HACER PLANCHAS DE IMPREGNAR, DE LAMINAR, DE MOLDEAR, DE ONDULAR,",,
product.product_8545,44913.1,"MAQUINAS CORTADORAS: CIZALLAS PARA PELAR, CORTADORAS Y ENROLLADORAS DE TIRAS, PARA PAPEL, GUILLOTINAS PARA RIBETEAR FOTOGRAFIAS, MAQUINAS DE CORTAR, PARA LIBROS O FOLLETOS, DE MANO O NO, MAQUINAS DE RIBETEAR, PARA LIBROS Y FOLLETOS.",,
product.product_8546,44913.10.1,"MAQUINAS CORTADORAS: CIZALLAS PARA PELAR, CORTADORAS Y ENROLLADORAS DE TIRAS, PARA PAPEL, GUILLOTINAS PARA RIBETEAR FOTOGRAFIAS, MAQUINAS DE CORTAR, PARA LIBROS O FOLLETOS, DE MANO O NO, MAQUINAS DE RIBETEAR, PARA LIBROS Y FOLLETOS.",,
product.product_8547,44913.11,"MAQUINAS PARA FABRICAR BOLSAS, SACOS O SOBRES DE PAPEL.",,
product.product_8548,44913.11.1,"MAQUINAS PARA FABRICAR BOLSAS, SACOS O SOBRES DE PAPEL.",,
product.product_8549,44913.12,"MAQUINAS  PARA  HACER  CAJAS,  CAJONES,  TUBOS,  TAMBORES  Y CONTENEDORES SIMILARES  DE  CARTULINA,  CARTON,  ETC.,  EXCEPTO POR  MOLDEO,  MAQUINAS  PARA  CONFIGURAR,  PARA  CONFORMAR, MAQUINAS  DE  ENGRAPAR,  DE  ENROLLAR,  DE PLEGAR, DE RANURAR,ETC.",,
product.product_8550,44913.12.1,"MAQUINAS  PARA  HACER  CAJAS,  CAJONES,  TUBOS,  TAMBORES  Y CONTENEDORES SIMILARES  DE  CARTULINA,  CARTON,  ETC.,  EXCEPTO POR  MOLDEO,  MAQUINAS  PARA  CONFIGURAR,  PARA  CONFORMAR, MAQUINAS  DE  ENGRAPAR,  DE  ENROLLAR,  DE PLEGAR, DE RANURAR,ETC.",,
product.product_8551,44913.13,"MAQUINAS PARA MOLDEAR ARTICULOS DE PASTA DE PAPEL, PAPEL O CARTON.",,
product.product_8552,44913.13.1,"MAQUINAS PARA MOLDEAR ARTICULOS DE PASTA DE PAPEL, PAPEL O CARTON.",,
product.product_8553,44913.14,"OTRAS MAQUINAS PARA ELABORAR PASTA DE PAPEL,  PAPEL  O CARTON: MAQUINAS DE APILAR, PARA HOJAS DE PAPEL, TARJETAS, MAQUINAS DE PERFORAR PARA SELLOS (ESTAMPILLAS), PAPEL HIGIENICO, MAQUINAS DE PLEGAR, ETC.",,
