external_id,default_code,name,taxes_id,supplier_taxes_id
product.product_1259,21299.00.1,"PRODUCTOS N.C.P. DE PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS; PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS MUERTOS, NO APTOS PARA EL CONSUMO HUMANO",,
product.product_1260,213,LEGUMBRES PREPARADAS O EN CONSERVA,,
product.product_1261,2131,LEGUMBRES (SIN COCER O COCIDAS AL VAPOR O EN AGUA)  CONGELADAS,,
product.product_1262,21310,"LEGUMBRES (SIN COCER O COCIDAS AL VAPOR O EN AGUA), CONGELADAS",,
product.product_1263,21310,"MAIZ DULCE (CHOCLO), SIN COCER O COCIDOS CON AGUA O AL VAPOR, CONGELADOS",,
product.product_1264,21310.00.1,MAIZ DULCE (CHOCLO) CONGELADO,,
product.product_1265,21310.01,"PATATAS  (PAPAS),  SIN  COCER  O  COCIDAS  CON  AGUA  O  AL VAPOR, CONGELADAS",,
product.product_1266,21310.01.1,"PATATAS  (PAPAS),  SIN  COCER  O  COCIDAS  CON  AGUA  O  AL VAPOR, CONGELADAS",,
product.product_1267,21310.02,"LEGUMBRES, SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS: ARVEJAS (GUISANTES), FRIJOLES (POROTOS, ALUBIAS), HABAS, HABICHUELAS Y OTRAS LEGUMBRES",,
product.product_1268,21310.02.1,LEGUMBRES CONGELADAS,,
product.product_1269,21310.03,"HORTALIZAS SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS: ESPINACAS, BROCOLIS, COLES, CHAMPINONES, ESPARRAGOS, PIMIENTOS, ZANAHORIAS",,
product.product_1270,21310.03.1,"HORTALIZAS SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS: ESPINACAS, BROCOLIS, COLES, CHAMPINONES, ESPARRAGOS, PIMIENTOS, ZANAHORIAS",,
product.product_1271,21310.04,"MEZCLAS DE LEGUMBRES Y HORTALIZAS, SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS",,
product.product_1272,21310.04.1,"MEZCLAS DE LEGUMBRES Y HORTALIZAS, SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS",,
product.product_1273,2132,LEGUMBRES CONSERVADAS PROVISIONALMENTE,,
product.product_1274,21320,"LEGUMBRES, CONSERVADAS PROVISIONALMENTE",,
product.product_1275,21320,"CEBOLLAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1276,21320.00.1,"CEBOLLAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1277,21320.01,"ACEITUNAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1278,21320.01.1,"ACEITUNAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1279,21320.02,"ALCAPARRAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1280,21320.02.1,"ALCAPARRAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1281,21320.03,"PEPINOS Y PEPINILLOS CONSERVADOS PROVISIONALMENTE (GAS SULFUROSO AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1282,21320.03.1,"PEPINOS Y PEPINILLOS CONSERVADOS PROVISIONALMENTE (GAS SULFUROSO AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1283,21320.09,"OTRAS LEGUMBRES Y HORTALIZAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1284,21320.09.1,"OTRAS LEGUMBRES Y HORTALIZAS CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SUSTANCIAS), NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1285,2139,OTRAS LEGUMBRES EN CONSERVA (INCLUSO SECAS  ENVASADAS O CONSERVADAS EN VINAGRE),,
product.product_1286,21390,"OTRAS LEGUMBRES EN CONSERVA (INCLUSO SECAS, ENVASADAS O CONSERVADAS EN VINAGRE)",,
product.product_1287,21390,"PATATAS (PAPAS) SECAS, INCLUSO CORTADAS EN TROZOS O EN RODAJAS, PERO SIN OTRA PREPARACION",,
product.product_1288,21390.00.1,"PATATAS (PAPAS) SECAS, INCLUSO CORTADAS EN TROZOS O EN RODAJAS, PERO SIN OTRA PREPARACION",,
product.product_1289,21390.01,"CEBOLLAS SECAS, ENTERAS, CORTADAS, EN REBANADAS, QUEBRADAS O EN POLVO, PERO SIN MAS PREPARACION",,
product.product_1290,21390.01.1,"CEBOLLAS SECAS, ENTERAS, CORTADAS, EN REBANADAS, QUEBRADAS O EN POLVO, PERO SIN MAS PREPARACION",,
product.product_1291,21390.02,"CHAMPINONES Y TRUFAS SECAS, ENTERAS, CORTADAS EN REBANADAS, QUEBRADAS O EN POLVO, PERO SIN MAS PREPARACION",,
product.product_1292,21390.02.1,"CHAMPINONES Y TRUFAS SECAS, ENTERAS, CORTADAS EN REBANADAS, QUEBRADAS O EN POLVO, PERO SIN MAS PREPARACION",,
product.product_1293,21390.03,"AJO SECO, DESHIDRATADO O EVAPORADO (ENTERO, CORTADO, EN REBANADAS, QUEBRADO O EN POLVO)",,
product.product_1294,21390.03.1,"AJO SECO, DESHIDRATADO O EVAPORADO (ENTERO, CORTADO, EN REBANADAS, QUEBRADO O EN POLVO)",,
product.product_1295,21390.04,"LAS DEMAS LEGUMBRES Y HORTALIZAS Y MEZCLAS DE LEGUMBRES U HORTALIZAS SECAS, DESHIDRATADAS O EVAPORADAS, ENTERAS, CORTADAS, EN POLVO: APIO, COLES, COLIFLORES, COPOS DE VERDURAS, ESPARRAGOS, ESPINACAS,  HARINAS DE VERDURAS, PEREJIL, ZANAHORIAS, ETC.",,
product.product_1296,21390.04.1,"LAS DEMAS LEGUMBRES Y HORTALIZAS Y MEZCLAS DE LEGUMBRES U HORTALIZAS SECAS, DESHIDRATADAS O EVAPORADAS, ENTERAS, CORTADAS, EN POLVO: APIO, COLES, COLIFLORES, COPOS DE VERDURAS, ESPARRAGOS, ESPINACAS,  HARINAS DE VERDURAS, PEREJIL, ZANAHORIAS, ETC.",,
product.product_1297,21390.1,HARINA Y SEMOLA DE PATATAS (PAPAS),,
product.product_1298,21390.10.1,HARINA Y SEMOLA DE PATATAS (PAPAS),,
product.product_1299,21390.11,"COPOS, GRANULOS Y BOLITAS DE PAPAS",,
product.product_1300,21390.11.1,"COPOS, GRANULOS Y BOLITAS DE PAPAS",,
product.product_1301,21390.2,"PATATAS PREPARADAS O CONSERVADAS, EXCEPTO MEDIANTE VINAGRE O ACIDO ACETICO, CONGELADAS: PREPARADOS ALIMENTICIOS CON UNA BASE DE HARINA DE PAPAS, MASAS CON UNA BASE DE HARINA DE PAPA, PAPAS FRITAS A LA FRANCESA, REBANADAS FINAS DE PAPAS",,
product.product_1302,21390.20.1,"PATATAS PREPARADAS O CONSERVADAS, EXCEPTO MEDIANTE VINAGRE O ACIDO ACETICO, CONGELADAS: PREPARADOS ALIMENTICIOS CON UNA BASE DE HARINA DE PAPAS, MASAS CON UNA BASE DE HARINA DE PAPA, PAPAS FRITAS A LA FRANCESA, REBANADAS FINAS DE PAPAS",,
product.product_1303,21390.21,"VERDURAS Y MEZCLA DE VERDURAS PREPARADAS O CONSERAADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO, CONGELADAS: ACEITUNAS, BROCOLI, CEBOLAS, COLES, ESPARRAGOS, ESPINACAS, PIMIENTOS, REMOLACHA, TOMATES, ETC.Y",,
product.product_1304,21390.21.1,CONSERVAS DE VERDURAS CON AGUA SAL,,
product.product_1305,21390.22,"LEGUMBRES Y MEZCLAS DE LEGUMBRES PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO, CONGELADAS: FRIJOLES, ARVEJAS, MAIZ, ETC.",,
product.product_1306,21390.3,"PEPINOS Y PEPINILLOS PREPARADOS O CONSERVADOS EN VINAGRE O EN ACIDO  ACETICO,  CONTENGAN  O  NO  SAL,  ESPECIAS,  MOSTAZA, AZUCAR O  ACEITE",,
product.product_1307,21390.30.1,PEPINOS Y PEPINILLOS CONSERVADOS,,
product.product_1308,21390.31,"CEBOLLAS PREPARADAS O CONSERVADAS EN VINAGRE O ÁCIDO ACÉTICO, CONTENGAN O NO SAL, ESPECIAS MOSTAZA, AZÚCAR O ACEITE  ",,
product.product_1309,21390.32,"ACEITUNAS  PREPARADAS  O  CONSERVADAS  EN  VINAGRE  O  EN  ACIDO ACETICO, CONTENGAN O NO SAL, ESPECIAS, MOSTAZA, AZUCAR O ACEITE",,
product.product_1310,21390.32.1,ACEITUNAS CONSERVADAS,,
product.product_1311,21390.33,"LAS DEMAS VERDURAS, LEGUMBRES Y MEZCLAS DE LEGUMBRES U HORTALIZAS, PREPARADAS O CONSERVADAS EN VINAGRE O EN ACIDO ACETICO, CONTENGAN O NO SAL, ESPECIAS, MOSTAZA, AZUCAR O ACEITE: COLIFLOR, FRUTOS SECOS, TOMATES, REPOLLO, PALMITOS, ETC.",,
product.product_1312,21390.33.1,"LAS DEMAS VERDURAS, LEGUMBRES Y MEZCLAS DE LEGUMBRES U HORTALIZAS CONSERVADAS",,
product.product_1313,21390.34,"TOMATES ENTEROS O EN TROZOS, PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO",,
product.product_1314,21390.34.1,"TOMATES ENTEROS O EN TROZOS, PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO",,
product.product_1315,21390.35,"TOMATES PREPARADOS O CONSERVADOS, EXCEPTO MEDIANTE VINAGRE O ACIDO ACETICO N.C.P.: PASTA DE TOMATE, CONCENTRADO DE TOMATE, PURES DE TOMATE, ETC.",,
product.product_1316,21390.35.1,"TOMATES PREPARADOS O CONSERVADOS, EXCEPTO MEDIANTE VINAGRE O ACIDO ACETICO N.C.P.: PASTA DE TOMATE, CONCENTRADO DE TOMATE, PURES DE TOMATE, ETC.",,
product.product_1317,21390.36,"CHAMPINONES Y TRUFAS PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO",,
product.product_1318,21390.36.1,CHAMPINONES CONSERVADOS,,
product.product_1319,21390.37,"COL AGRIA PREPARADA O CONSERVADA, EXCEPTO EN VINAGRE O ACIDO ACETICO, SIN CONGELAR, LISTA PARA EL CONSUMO INMEDIATO",,
product.product_1320,21390.37.1,"COL AGRIA PREPARADA O CONSERVADA, EXCEPTO EN VINAGRE O ACIDO ACETICO, SIN CONGELAR, LISTA PARA EL CONSUMO INMEDIATO",,
product.product_1321,21390.38,"PAPAS PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR: PAPAS FRITAS LISTAS PARA EL CONSUMO INMEDIATO, ETC.",,
product.product_1322,21390.38.1,"PAPAS PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR: PAPAS FRITAS LISTAS PARA EL CONSUMO INMEDIATO, ETC.",,
product.product_1323,21390.4,"MAIZ DULCE (CHOCLO) PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1324,21390.40.1,"MAIZ DULCE (CHOCLO) PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1325,21390.41,"ARVEJAS O GUISANTES PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1326,21390.41.1,"ARVEJAS O GUISANTES PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1327,21390.42,"FRIJOLES PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1328,21390.42.1,"FRIJOLES PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1329,21390.43,"ESPARRAGOS PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1330,21390.43.1,"ESPARRAGOS PREPARADOS O CONSERVADOS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1331,21390.44,"ACEITUNAS PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1332,21390.44.1,"ACEITUNAS PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO Y SIN CONGELAR",,
product.product_1333,21390.49,"OTRAS  LEGUMBRES  Y  HORTALIZAS  Y  MEZCLAS  DE  LEGUMBRES  U HORTALIZAS PREPARADAS O CONSERVADAS, EXCEPTO EN VINAGRE O ACIDO ACETICO  Y  SIN  CONGELAR:  ALCACHOFAS,  ESPARRAGOS,  PIMIENTOS, ZANAHORIAS, ETC.",,
product.product_1334,214,JUGOS DE FRUTAS Y DE LEGUMBRES,,
product.product_1335,2140,JUGOS DE FRUTAS Y DE LEGUMBRES,,
product.product_1336,21400,JUGOS DE FRUTAS Y DE LEGUMBRES,,
product.product_1337,21400,"JUGO DE NARANJA SIN FERMENTAR Y SIN CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDO O NO, CONGELADO O ENDULZADO",,
product.product_1338,21400.00.1,"JUGO DE NARANJA SIN FERMENTAR Y SIN CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDO O NO, CONGELADO O ENDULZADO",,
product.product_1339,21400.1,"JUGO  DE  POMELO  (TORONJA)  SIN  FERMENTAR  Y   SIN   CONTENIDO ALCOHOLICO,  CONCENTRADO  O  RECONSTITUIDO  O  NO,  CONGELADO  O ENDULZADO",,
product.product_1340,21400.10.1,"JUGO  DE  POMELO  (TORONJA)  SIN  FERMENTAR  Y   SIN   CONTENIDO ALCOHOLICO,  CONCENTRADO  O  RECONSTITUIDO  O  NO,  CONGELADO  O ENDULZADO",,
product.product_1341,21400.2,"JUGO DE CUALQUIER OTRA FRUTA CITRICA: DE LIMA, DE LIMON SIN FERMENTAR NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1342,21400.20.1,"JUGO DE CUALQUIER OTRA FRUTA CITRICA: DE LIMA, DE LIMON SIN FERMENTAR NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1343,21400.3,"JUGO DE PINA (ANANAS) SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1344,21400.30.1,"JUGO DE PINA (ANANAS) SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1345,21400.31,"JUGO DE TOMATE SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1346,21400.31.1,"JUGO DE TOMATE SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1347,21400.32,"JUGO DE UVA (INCLUIDO EL MOSTO DE UVA) SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1348,21400.32.1,"JUGO DE UVA (INCLUIDO EL MOSTO DE UVA) SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1349,21400.33,"JUGO DE MANZANA SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1350,21400.33.1,"JUGO DE MANZANA SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO",,
product.product_1351,21400.34,"JUGO DE CUALQUIER OTRA FRUTA  SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO: DE PAPAYA, MARACUYA, GUANABANA, MANGO, CIRUELA, PERA, ETC.",,
product.product_1352,21400.34.1,"JUGO DE CUALQUIER OTRA FRUTA  SIN FERMENTAR,  NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADO O ENDULZADO: DE PAPAYA, MARACUYA, GUANABANA, MANGO, CIRUELA, PERA, ETC.",,
product.product_1353,21400.35,"JUGO DE CUALQUIER OTRA LEGUMBRE SIN FOMENTAR, NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADOS O ENDULZADO: DE APIO, DE ZANAHORIA, HORTALIZAS, ETC.",,
product.product_1354,21400.35.1,"JUGO DE CUALQUIER OTRA LEGUMBRE SIN FOMENTAR, NI CONTENIDO ALCOHOLICO, CONCENTRADO O RECONSTITUIDOS, CONGELADOS O ENDULZADO: DE APIO, DE ZANAHORIA, HORTALIZAS, ETC.",,
product.product_1355,21400.36,"MEZCLAS DE JUGOS DE FRUTAS O LEGUMBRES U HORTALIZAS SIN FERMENTAR, NI CONTENIDO ALCOHOLICO, CONCENTRADOS O RECONSTITUIDOS O NO, CONGELADOS O ENDULZADOS: JUGO DE AGRIOS Y PINA, DE MANZANA Y PERA, DE MEZCLAS DE VERDURAS Y LEGUMBRES, ETC.",,
product.product_1356,21400.36.1,"MEZCLAS DE JUGOS DE FRUTAS O LEGUMBRES U HORTALIZAS SIN FERMENTAR, NI CONTENIDO ALCOHOLICO, CONCENTRADOS O RECONSTITUIDOS O NO, CONGELADOS O ENDULZADOS: JUGO DE AGRIOS Y PINA, DE MANZANA Y PERA, DE MEZCLAS DE VERDURAS Y LEGUMBRES, ETC.",,
product.product_1357,215,FRUTAS Y NUECES PREPARADAS O CONSERVADAS,,
product.product_1358,2151,FRUTAS Y NUECES  SIN COCER O COCIDAS AL VAPOR O EN AGUA  CONGELADAS,,
product.product_1359,21510,"FRUTAS Y NUECES, SIN COCER O COCIDAS AL VAPOR O EN AGUA, CONGELADAS",,
product.product_1360,21510,"FRESAS O FRUTILLAS SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS, INCLUSO AZUCARADAS O EDULCORADAS",,
product.product_1361,21510.00.1,"FRESAS O FRUTILLAS SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS, INCLUSO AZUCARADAS O EDULCORADAS",,
product.product_1362,21510.01,"FRAMBUESAS, MORAS, GROSELLAS SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS, INCLUSO AZUCARADAS O EDULCORADAS",,
product.product_1363,21510.01.1,"FRAMBUESAS, MORAS, GROSELLAS SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS, INCLUSO AZUCARADAS O EDULCORADAS",,
product.product_1364,21510.09,"OTRAS FRUTAS Y NUECES SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS, INCLUSO AZUCARADAS O EDULCORADAS: BAYAS AZULES, DE ANAVIA, DE ARANDANO, DE ZARZAMORA, CARNE DE COCO, CEREZAS, DURAZNOS, NUECES",,
product.product_1365,21510.09.1,"OTRAS FRUTAS Y NUECES SIN COCER O COCIDAS CON AGUA O AL VAPOR, CONGELADAS, INCLUSO AZUCARADAS O EDULCORADAS: BAYAS AZULES, DE ANAVIA, DE ARANDANO, DE ZARZAMORA, CARNE DE COCO, CEREZAS, DURAZNOS, NUECES",,
product.product_1366,2152,COMPOTAS  JALEAS DE FRUTAS Y PURES Y PASTAS DE FRUTAS O NUECES,,
product.product_1367,21520,"COMPOTAS, JALEAS DE FRUTAS Y PURES Y PASTAS DE FRUTAS O NUECES",,
product.product_1368,21520,"COMPOTAS, JALEAS DE FRUTAS, MERMELADAS, PURES Y PASTAS DE FRUTAS CITRICAS, PREPARADAS MEDIANTE COCCION, CON O SIN ADICION DE AZUCAR U OTRO PRODUCTO EDULCORANTE EXCEPTO LOS PREPARADOS HOMOGENEIZADOS",,
product.product_1369,21520.00.1,"COMPOTAS, JALEAS DE FRUTAS, MERMELADAS, PURES Y PASTAS DE FRUTAS CITRICAS, PREPARADAS MEDIANTE COCCION, CON O SIN ADICION DE AZUCAR U OTRO PRODUCTO EDULCORANTE EXCEPTO LOS PREPARADOS HOMOGENEIZADOS",,
product.product_1370,21520.01,"COMPOTAS, CONFITURAS, JALEAS, MERMELADAS, PURES Y PASTAS DE OTRAS FRUTAS Y NUECES, PREPARADAS MEDIANTE COCCION, CON ADICION DE AZUCAR U OTRO EDULCORANTE: DE FRESAS, DE MORAS, PASAS, JENGIBRE, ALBARICOQUES, PINA, MANZANAS, CIRUELAS, ALMENDRAS, ETC. EXCEPTO",,
product.product_1371,21520.01.1,"COMPOTAS, CONFITURAS, JALEAS, MERMELADAS, PURES Y PASTAS DE OTRAS FRUTAS Y NUECES, PREPARADAS MEDIANTE COCCION, CON ADICION DE AZUCAR U OTRO EDULCORANTE: DE FRESAS, DE MORAS, PASAS, JENGIBRE, ALBARICOQUES, PINA, MANZANAS, CIRUELAS, ALMENDRAS, ETC. EXCEPTO",,
product.product_1372,2153,NUECES  CACAHUETES (MANIES)  ETC.  ASADOS  SALADOS O CONSERVADOS DE OTRA MANERA N.C.P.,,
product.product_1373,21530,"NUECES, CACAHUETES (MANIES), ETC., ASADOS, SALADOS O CONSERVADOS DE OTRA MANERA N.C.P.",,
product.product_1374,21530,"CACAHUATES (MANIES) ASADOS, SALADOS O CONSERVADOS DE OTRA MANERA, INCLUSO MANTEQUILLA DE CACAHUATES",,
product.product_1375,21530.00.1,"CACAHUATES (MANIES) ASADOS, SALADOS O CONSERVADOS DE OTRA MANERA, INCLUSO MANTEQUILLA DE CACAHUATES",,
product.product_1376,21530.01,"NUECES, OTROS FRUTOS SECOS Y SEMILLAS ASADOS, SALADOS, O CONSERVADOS DE OTRA MANERA: PISTACHOS, ALMENDRAS, FRUTOS SECOS, NUECES TOSTADAS, CON O SIN REVESTIMIENTO DE ACEITE VEGETAL, SAL AROMATIZANTES, ESPECIAS U OTROS ADITIVOS, JENGIBRE EN JARABE, ETC.",,
product.product_1377,21530.01.1,"NUECES, OTROS FRUTOS SECOS Y SEMILLAS ASADOS, SALADOS, O CONSERVADOS DE OTRA MANERA: PISTACHOS, ALMENDRAS, FRUTOS SECOS, NUECES TOSTADAS, CON O SIN REVESTIMIENTO DE ACEITE VEGETAL, SAL AROMATIZANTES, ESPECIAS U OTROS ADITIVOS, JENGIBRE EN JARABE, ETC.",,
product.product_1378,2154,FRUTAS Y NUECES CONSERVADAS PROVISIONALMENTE,,
product.product_1379,21540,FRUTAS Y NUECES CONSERVADAS PROVISIONALMENTE,,
product.product_1380,21540,"CEREZAS, FRESAS (FRUTILLAS)  CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SOLUCIONES CONSERVANTES), PERO NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1381,21540.00.1,"CEREZAS, FRESAS (FRUTILLAS)  CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SOLUCIONES CONSERVANTES), PERO NO APTAS PARA EL CONSUMO INMEDIATO",,
product.product_1382,21540.09,"OTRAS FRUTAS Y NUECES CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SOLUCIONES CONSERVANTES), PERO NO APTAS PARA EL CONSUMO INMEDIATO: DURAZNOS, BAYAS, CITRICOS, GUAYABA, MANGOS, MELONES, MANZANAS, NUECES, PAPAYAS, PINAS, SA",,
product.product_1383,21540.09.1,"OTRAS FRUTAS Y NUECES CONSERVADAS PROVISIONALMENTE (GAS SULFUROSO, AGUA SALADA O DE AZUFRE U OTRAS SOLUCIONES CONSERVANTES), PERO NO APTAS PARA EL CONSUMO INMEDIATO: DURAZNOS, BAYAS, CITRICOS, GUAYABA, MANGOS, MELONES, MANZANAS, NUECES, PAPAYAS, PINAS, SA",,
product.product_1384,2155,OTRAS FRUTAS EN CONSERVA,,
product.product_1385,21550,OTRAS FRUTAS EN CONSERVA,,
product.product_1386,21550,"CASCARAS DE FRUTAS CITRICAS O MELONES FRESCAS, CONGELADAS, SECAS O CONSERVADAS TEMPORALMENTE EN SALMUERA, AGUA DE AZUFRE U OTRAS SOLUCIONES CONSERVANTES",,
product.product_1387,21550.00.1,"CASCARAS DE FRUTAS CITRICAS O MELONES FRESCAS, CONGELADAS, SECAS O CONSERVADAS TEMPORALMENTE EN SALMUERA, AGUA DE AZUFRE U OTRAS SOLUCIONES CONSERVANTES",,
product.product_1388,21550.1,"PINAS (ANANAS), PREPARADAS O CONSERVADAS DE OTRAS MANERAS INCLUSO AZUCARADAS O CON ALCOHOL",,
product.product_1389,21550.10.1,"PINAS (ANANAS), PREPARADAS O CONSERVADAS DE OTRAS MANERAS INCLUSO AZUCARADAS O CON ALCOHOL",,
product.product_1390,21550.11,"FRUTAS CITRICAS PREPARADAS O CONSERVADAS DE OTRAS MANERAS, INCLUSO AZUCARADAS O EDULCORADAS DE OTRA MANERA O CON ALCOHOL: CIDRAS, CLEMENTINAS, MANDARINAS, NARANJAS, PIELES DE CITRICOS, TORONJAS, PULPA DE AGRIOS, ETC.",,
product.product_1391,21550.11.1,"FRUTAS CITRICAS PREPARADAS O CONSERVADAS DE OTRAS MANERAS, INCLUSO AZUCARADAS O EDULCORADAS DE OTRA MANERA O CON ALCOHOL: CIDRAS, CLEMENTINAS, MANDARINAS, NARANJAS, PIELES DE CITRICOS, TORONJAS, PULPA DE AGRIOS, ETC.",,
product.product_1392,21550.12,"ALBARICOQUES, CEREZAS, DURAZNOS (MELOCOTONES) PREPARADOS O CONSERVADOS DE OTRAS MANERAS INCLUSO EN ALMIBAR O CON ALCOHOL",,
product.product_1393,21550.12.1,ALBARICOQUES CONSERVADOS DE OTRAS MANERAS,,
product.product_1394,21550.13,PERAS PREPARADAS O CONSERVADAS DE OTRAS MANERAS INCLUSO EN ALMIBAR O CON ALCOHOL,,
product.product_1395,21550.13.1,PERAS PREPARADAS O CONSERVADAS DE OTRAS MANERAS INCLUSO EN ALMIBAR O CON ALCOHOL,,
product.product_1396,21550.14,FRESAS (FRUTILLAS) PREPARADAS O CONSERVADAS DE OTRAS MANERAS INCLUSO EN ALMIBAR O CON ALCOHOL,,
